"Old Path","Old URL","New URL","Associated Type","Associated ID"
/shop-for-plants/all-plants/hawaiian-rhapis-palm-large/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/hawaiian-rhapis-palm-large/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/hawaiian-rhapis-palm-large/,Product,85
/shop-for-plants/all-plants/hawaiian-warneckii/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/hawaiian-warneckii/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/hawaiian-warneckii/,Product,82
/shop-for-plants/by-light-level/low-light-plants/janet-craig-bush-medium/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/by-light-level/low-light-plants/janet-craig-bush-medium/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/janet-craig-bush-medium/,Product,80
/shop-for-plants/all-plants/bamboo-palm-large/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/bamboo-palm-large/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/bamboo-palm-large/,Product,79
/shop-for-plants/all-plants/fiddle-leaf-fig-tree/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/all-plants/fiddle-leaf-fig-tree/,http://houston-interior-plants.mybigcommerce.com/shop-for-plants/fiddle-leaf-fig-tree/,Product,77
/planters-containers/mykonos/,http://houston-interior-plants.mybigcommerce.com/planters-containers/mykonos/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/mykonos/,Product,216
/shop-for-pots/all-pots-containers/mykonos/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/mykonos/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/mykonos/,Product,216
/planters-containers/pommard/,http://houston-interior-plants.mybigcommerce.com/planters-containers/pommard/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/pommard/,Product,218
/shop-for-pots/all-pots-containers/pommard/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/pommard/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/pommard/,Product,218
/planters-containers/chateauneuf/,http://houston-interior-plants.mybigcommerce.com/planters-containers/chateauneuf/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/chateauneuf/,Product,219
/shop-for-pots/all-pots-containers/chateauneuf/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/chateauneuf/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/chateauneuf/,Product,219
/planters-containers/fontenay/,http://houston-interior-plants.mybigcommerce.com/planters-containers/fontenay/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/fontenay/,Product,220
/planters-containers/pompeii/,http://houston-interior-plants.mybigcommerce.com/planters-containers/pompeii/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/pompeii/,Product,212
/shop-for-pots/all-pots-containers/pompeii/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/all-pots-containers/pompeii/,http://houston-interior-plants.mybigcommerce.com/shop-for-pots/home-collection/pompeii/,Product,212
